Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
VpGoog,KYLko7,2022-10-15 8:37:03,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, Infrastructure, DEX, NFTs, Gaming & Metaverse, Wallet, Tooling & SDKs",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,Basically good but I would to suggest to prepare all more professional. Presentations should running immediately. The way how you guys present your work is the way how the world have you in mind. ,A few times a week,"Handling with everything. Firefly has to be the HQ of dealing with the ecosystem. To mention something, NFT and a structure to organize my NFT like the file structure in windows explorer.",Nothing. Firefly gives me the feeling to have absolutely security.,"Especially for new people it's inevitable to have 
 guidelines in a easy way like videos regarding every step. Maybe structured in topics like sending token, sending NFT, transmission of tokens in a new network and an explanation of ""what happen in the background"" IOT get a better understanding about the network.",7,,,,,
6DLrAk,Y5rkdd,2022-10-15 8:37:44,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Bridge, Stablecoin, Infrastructure, Launchpad & Fundraising, DEX, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,The NFT give away was a nice idea!,Once a month,,,,10,,,,Basically all DAG based projects,
ArzWAD,lbLvRW,2022-10-15 8:37:52,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Infrastructure, Payments & On-Ramp, Analytics & Block Explorer, Tooling & SDKs",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,,Less than once a month,"Firefly is fine, IOTA and their over-promising and under-delivering is the issue","Firefly is fine, IOTA and their over-promising and under-delivering is the issue","Firefly is fine, IOTA and their over-promising and under-delivering is the issue",3,,,,,"Change management. They've lied to us over and over. IOTA vision is fire, team is not"
DqB0xR,zxZLZ1,2022-10-15 8:40:23,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, NFTs, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,,A few times a week,,,,8,,,,,
EqK8Z4,obovo1,2022-10-15 8:40:50,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Infrastructure, Payments & On-Ramp, Bridge, Stablecoin, DeFi, DAO, NFTs, DEX, Tooling & SDKs",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,,Once a week,A usage for it. No nft support. Two separate wallets for iota and shimmer. No staking possibility of shimmer. No smart contracts. ,"It's a well designed and nice wallet, but iota and shimmer still missing an use case. No ISC, No EVM ","Good work, smooth processes",,,Feelees (mostly) transactions. The possibility for defi and dex's with shimmer. The coordicide and adaption of IOTA/Shimmer in more dapps and real world use cases ,"It's was a good approach to create shimmer and L1/L2 solution. It's not helping the project, to have an unfinished token (IOTA) without any use case or the possibility to use smart contracts etc. ","Cardana they got staking for their coin got smart contracts and have also low fees, Polkadot, Ethereum because of smart contracts ",Better communication and just getting ready with the ISC and EVM framework for shimmer. More Listing on CEX for IOTA and Shimmer tokens! 
2jXODj,GxL5Lj,2022-10-15 8:40:56,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Infrastructure, DeFi, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,,,,,,,,Moonbeam. Almost all new and existing project are building on its smart contract platform ,
2jXO7L,Y5rkYq,2022-10-15 8:44:13,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,1,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Once a month,,,,9,,,,,
xVr9vy,D45MDb,2022-10-15 8:44:14,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,1,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Once a week,,,,2,,,"That’s not true., you didn’t enlarged the scope. The if relapsed iot and m2m doesn’t work ",,"Just say that you are not able to do coordicide, that would be honest "
aO9Zvv,obovd1,2022-10-15 8:44:26,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,,A few times a month,,,,8,,,,,
yXMe74,Y5rkM6,2022-10-15 8:47:38,Positive,"Speculative Research, Academic Research, Community and friends",TRUE,FALSE,FALSE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,"Firefly Shimmer  integrieren,
Möglichkeit auch andere Token zu verwalten
",,"Firefly Shimmer  funktioniert nicht, Bug #4766 siehe github",,,,"Grundsätzlich ist es meiner Ansicht nach nicht verkehrt breit aufgestellt zu sein, man sollte aber seine Kerkompetenz nicht vernachlässigen und sich nicht in zu vielen Projekten aufreiben, sondern versuchen bereits existierende sehr gute Projekte bzw. Produkte zu integrieren.
","Mich fasziniert die Vision der IF, fachlich bin ich leider nur ein Laie!😀","Fachliche für Laien verständlich Kommunikation (siehe Hans Moog) mit der Angabe konkreter realistischer Zeiträume, welche für die Verwirklchung der Ziele und zukünftiger Visionen der IF erforderlich sind!"
DqB0b5,zxZLQ8,2022-10-15 8:48:53,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,Mint NFTs in the Firefly wallet like minting a token,,secure the funds additionly with a Fidokey,,,,,"TLOS (Telos Foundation)  verry innovative
Sui, its also a DAG
Aptos, its also a DAG","Listing on Crypto.com
Talk to other Projects
Talk to politicians
Offer education courses for the public (talks in univerdities)"
Z98PW0,2EL7bA,2022-10-15 8:49:46,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,,,,8,,,,,
bZqNDe,ODLkjA,2022-10-15 8:50:04,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"Infrastructure, DeFi, NFTs",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,,,,,,,"reasoning was understandable. The current situation in crypto is what it is. The big money is currently in NFTs ans DEXs, so as long as this help long term, i am fine with it.","DEPOSY, as it align quite well with my background (waste management) and my interests (sustainability).",
DqB0Yb,eqLvNo,2022-10-15 8:50:46,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Wallet, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,,,,,,,,,
xVr9oG,BzZ0LY,2022-10-15 8:51:13,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,,,,7,,,,,
DqB0Pj,RGRkvP,2022-10-15 8:55:10,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Gaming & Metaverse, DEX, Launchpad & Fundraising, Stablecoin",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,,A few times a week,Smart contract,Smart contract,"Using Microsoft's new phonetic input method（微軟新注音）, there is a bug with the pin code, you need to press Shift before you can type the number",8,"Smart contract
Coo","Smart contract:Dex 、Smart City
Coo：Decentralize",Looking forward to seeing the actual application on the road,"Shimmersea
Soonarverse
Tangleswap","Smart contract:Dex
Coo: decentralized"
o9El1X,GxL5Xz,2022-10-15 8:55:15,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Payments & On-Ramp, Infrastructure, Stablecoin, Gaming & Metaverse, Launchpad & Fundraising, Bridge, DeFi",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3,,Once a week,NFTs Support. End of Staking for complete usage. More use cases = Dapps,Nothing,Great job so far! Make storage deposit a bit more present/ explained. That leads to a lot of confusion still in the community. Newcomers might miss that out a lot. ,7,,,It is the right step. We don't leave anything out. ,My neighbor Alice. GameFi in a next level environment is nice. ,"First deliver, all good. Shimmer Twitter activity is great already! "
ArzWOW,EkLMvA,2022-10-15 8:56:11,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,Once a month,direct payments; IOTA contact list with name of contacts (instead of IOTA address strings),,,8,,,,"Polkadot. Polkadot has an interesting and similar multi-chain approach with their relay-chain and parachains on top (layer 1, layer 2). Also, developer activity on Polkadot is consistently high. The upcoming XCMv3 is very promising which allows for increased interoperability between layer 1 and layer 2 chains on top of Polkadot. Lastly, large marketcap stablecoins are running on Polkadot (USDT was announced recently).",Raising IOTA awareness by engaging with other 'promising' crypto projects. Defeat crypto tribalism.
0Vdo0Q,PdlkGP,2022-10-15 9:01:58,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, Bridge, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2,"I imagined something different under a Launch ""PARTY"". Something like... you see a group of developers who then push the big button and you see the network go live. Then everyone screams and rejoices. Then the CEO (Dom) speaks a few words and a developer describes what happened and what's coming up and afterwards he answers a few questions from the community.",A few times a month,"Actually, I wish we didn't need to install separate software. An official Chrome extension would be much better! With Tron for example, you can log in to tronscan.org with the Chrome extension Tronlink (or Ledger) and have full control over your tokens. You can receive, send, vote and do everything else there. IOTA needs a site like tronscan.org! All the possibilities, evaluations and statistics are excellent!

But to answer your question, you could integrate a DEX and the management of other assets when they come then. USDT etc.

Translated with www.DeepL.com/Translator (free version)","Nothing, because I recommend Firefly. It is the official wallet and you can store, stake and vote with your IOTA tokens there.",Please create a custom Chrome extension with features tailored to IOTA. Check out Tronlink.,9,,,"It is very commendable that IOTA has expanded its focus. IOTA came with IoT and M2M back in 2017 and after 5 years, not much has changed in the world. Maybe in 5-10 years these things will gain importance, but not at the moment. IOTA has not participated in the most important trends of the last years in Crypto-Space. ICO's, DeFi, NFTs, etc. Where has IOTA been? I know you guys have had to rewrite your protocol from virtually scratch, but if you don't deliver before the next bull run starts, you can shut down.

It kind of feels like you have more people in the design department than in the development team. Everything looks very nice with you, but good looks are unfortunately not enough. Example. Tron came 6 months after you on the market, looks like shit BUT it works AND it works WELL. Check out tronscan.org. Doesn't look super great, but it does the job and has like a million more details than IOTA Explorer. There again the focus was put on the ""visualizer"". Who really cares how the Tangle grows?

The world has not forgotten you ""yet"", everyone knows what IOTA is and everyone is waiting. But. With every day, with every week, with every month IOTA sinks in the smoke of other projects that pass IOTA by. This is really sad.",Aleph Zero (AZERO) and sui,"Design less, deliver more! I mean how can a project that is not even on the market get more attention? Sui Discord has 12407 people online at the moment and a total of 131000 members.

Pull your finger out of your ass and do something! Shifting up a gear will not help you. You need warp 9! It's unbelievable how slow you are."
VpGo7l,obovkN,2022-10-15 9:02:23,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Gaming & Metaverse, DEX, DeFi, Stablecoin, Other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,Once a month,NFTs and ISS,,,8,,,,,
zEjW5Z,eqLvzQ,2022-10-15 9:06:33,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,,,,10,,,,,
J1q8Qr,vG4Kgg,2022-10-15 9:13:01,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Wallet, Bridge, DEX, Stablecoin",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,,A few times a month,DEFI,DEFI,,8,,,,,Finishing IOTA 2.0 as fast as possible 
DqB0gN,D45MyN,2022-10-15 9:17:47,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,4,"DEX, Analytics & Block Explorer, DAO, NFTs, Gaming & Metaverse, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Next time please ask some professionals to do the video streaming. Every student could do the job I guess and our community is big enough to also find voluntaries who could do the job.
The interviews between Antonio and some Devs had been great, but it was not really what we did expect for a ""Launch Party""",A few times a week,"Browser plugin like Metamask; Also a swap function as a plugin maybe from iotabee.com would be great; Also I have 30 Wallets and already spend the money from 10 wallets, so if I now enter the Seed at another PC it feels wrong, that I first have to create 30 wallets to find my funds. That should be at least be shown with firs login. I am afraid if I die and my family finds my Ledger they will just not find my funds, because there is nothing to find on the first 10 wallets...","I am waiting for the Shimmer Wallet to be feature complete with the token creation. That is a feature we can really promote, but right now it is still to complicated because it is not activated in default mode",Thank you for your awesome job! Keep on building!,9,"simple examples, so that also non developer know what is possible","Have a look at  the secret network from Sosmos ecosystem: 
https://scrt.network/about/secret-tokens-bridges
There you can get privacy for your coins. Maybe we can do something similar?",Don't be so narrowed and put yourself in one edge. IOTA is for the internet of Everything. There is almost no area that could not profit from using IOTA technology,I am focusion on the IOTA bubble...,"starting some fun games to show the technology. You have 200K followers. If you start for example a decentraliced game where all people can join for free, this could put some eyes on IOTA"
Ge6Y8L,obovQO,2022-10-15 9:17:55,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Wallet, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,,,,8,,,,,
rD52xR,Y5rkvW,2022-10-15 9:21:11,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DEX, Infrastructure, Tooling & SDKs, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,,A few times a week,,,,,,,,,
OQa8pg,eqLvlk,2022-10-15 9:22:56,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Other",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a month,"Easier Sending like in paypal, Browser plugin, Customized claim time by Sending shimmer ",,,10,,,,,
e5M91k,pbGv6B,2022-10-15 9:23:28,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,TRUE,4,"Wallet, DeFi, Stablecoin, Infrastructure, Bridge, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,,A few times a week,"Payment solutions for online Shops.
I have a Website based on WordPress ",Nothing ,"Keep up the good work!
I'm a supporter since 2017
",6,"Communication is the key.
At the foundation there are a lot of experts.
We need simple and short explanation for the average person to understand the impact.

like explaining it to a child.

KISS
Keep it short and simple","Wallets (Desktop and mobile) and walle-integration as browser extension for example.

Onboarding Fiat to crypto seamless in the wallets integration is important for mass adoption.

TanglePay Browsers extension is a good example ","It's a good direction, but we need more awareness for the tech and the innovation.

I think the IOTA subsidiary in Swiss is a good direction to do more marketing.

The IF is responsible for the tech and should support the onboarding for the industry.","Other DAG's with no fees these are the competitors for IOTA

COTI
AVAX","Marketing in cryptospace to get more awareness for newbies and Devs

We need the Coordicide
"
dbEKqK,obovax,2022-10-15 9:24:33,Positive,"Development/Building, Academic Research, Community and friends",TRUE,TRUE,FALSE,FALSE,TRUE,4,"Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,Once a month,,,,9,,,,,
Ge6Xvk,EkLMrr,2022-10-15 9:24:44,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DAO, Gaming & Metaverse, NFTs",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,A few times a month,"An alternative type of profile, that does not use a 24-word seed, but instead a short password and can only hold a small amount of tokens. Like a demo profile, or pocket change wallet.","Utility. There is no good reason for anyone besides crypto investors, or for purposes of demonstrating crypto transactions, to download and install yet another app and to create a wallet in a rather exhaustive process.",,,,,"Good effort. But do not give up bringing real-world, non-DeFi projects to IOTA/Shimmer! It’s important to capture the sentiment of the existing crypto ecosystem and catch their interest, but it is equally important to cater to developers outside the DeFi realm, to help them create projects that bridge the gap into the real world and deliver utility to millions of new users.",,Hackathons.
PRpvje,jaLvq4,2022-10-15 9:24:57,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, DAO, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,A few times a week,"Nft, Browser integration like metamask",Shimmer and iota are separated,,7,,,Provide some real end user projects from iot and m2m. You talk about it but nothing to get hands on. ,"Lendex: Well enhading project in DefI, TangleSwap: DEX, Polkadot: Strong funding and many project coming up, ",Way more Governmental proposals a needed. Engadge with the community not only over discord and the forum. Let them vote.
