Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Did you participate in the Treasures of Shimmer campaign?,Did you participate in the Treasures of Shimmer campaign? (I participated in Test&Earn and tried out dApps on ShimmerEVM),Did you participate in the Treasures of Shimmer campaign? (I participated in Play&Earn and engaged with the quests on Zealy),Did you participate in the Treasures of Shimmer campaign? (I did NOT participate in the Treasures of Shimmer campaign),How memorable was the Treasures of Shimmer campaign to you?,Did the campaign prompt you to seek more information about Shimmer?,How did you first become aware of the Treasures of Shimmer campaign on Zealy?,What is your overall rating of the Test &amp; Earn campaign?,How frequent did you participate in the Test &amp; Earn campaign?,Has the campaign improved your understanding of smart contracts and DeFi?,"After partaking in the campaign, how likely is it that you will use your SMR tokens to participate in dApps on mainnet?",What motivated you to engage with the Treasures of Shimmer campaign on Zealy?,What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The Anne Bonny NFT prize),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The SMR airdrops),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (Other (Please comment)),Other,How would you rate the overall effectiveness of the Zealy campaign in capturing your attention and interest?,How would you rate your user experience with the TEA Zealy campaign?,"How likely is it, that you would participate in another Zealy campaign?",Additional comments
a25M5B,dNgDOz,2023-06-20 16:46:04,Positive,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,"DeFi, Wallet, Infrastructure, Bridge, DAO, Gaming",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,3,Daily,Yes,Likely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,4,4,4,
z7y60E,OlrBQk,2023-06-20 16:50:16,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Bridge, Stablecoin, Wallet",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
o2ejK5,vX7MoA,2023-06-20 16:51:09,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Wallet, Infrastructure, NFTs, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,Shimmer Twitter,3,Daily,Unsure,Likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,3,3,4,
Q7eQz1,BK6bK1,2023-06-20 16:51:22,Positive,"Speculative Research, Development/Building, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Metaverse, DEX, Launchpad & Fundraising, Other, Infrastructure, Tooling & SDKs",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,Yes,I saw a re-tweet about it,2,Daily,Yes,Extremely likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,4,2,3,
D7kGxE,D45a6N,2023-06-20 16:51:35,Positive,"Entrepreneurial Networking, Development/Building, Community and friends",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,"DAO, Infrastructure, Payments & On-Ramp",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,,,,,The Anne Bonny NFT prize,TRUE,FALSE,FALSE,Discord roles,4,4,4,
6ZjBpN,eqEyKE,2023-06-20 16:51:47,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,"DeFi, Gaming, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,I saw a re-tweet about it,4,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
Q7eQXG,JdGkAK,2023-06-20 16:53:51,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, Bridge, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
vPe9v0,PD4B5B,2023-06-20 16:54:19,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,3,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",3,Daily,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,3,4,
6ZjBle,E5Ab04,2023-06-20 16:56:52,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure, DAO, Wallet, Bridge, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,IOTA Twitter,2,Daily,No,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,2,3,Only the top ranked players of The Test&Earn campaign could win a share of the shimmer airdrop. This top was mostly insiders who started way early with the ranking of their dApps Zealy campaign. The rewards were too low compared to other airdrops. 
qRDlyd,aekrEv,2023-06-20 16:57:41,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Wallet, Other",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GR9P8z,QMjBJp,2023-06-20 16:58:34,Positive,"Academic Research, Development/Building, Speculative Research, Community and friends",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2,"Infrastructure, Stablecoin",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,No,IOTA/Shimmer Discord,4,Daily,Yes,Likely,"The SMR airdrops, Other (Please comment)",FALSE,TRUE,TRUE,Tesimply test the project i love,2,2,4,"I think it would've even better, if the release ShimmerEVM would be closer to the campaign so that the PR effect doesnt vanish over time.
But ofc i know that finding bugs was the main reason for this campaign"
qRDl0k,AKabqk,2023-06-20 16:58:39,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,"DeFi, Wallet, NFTs, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,4,4,4,
bWjpj6,b9g4Y2,2023-06-20 17:00:58,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Stablecoin, Bridge, DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
bWjpxZ,pd5PvE,2023-06-20 17:02:28,Positive,"Speculative Research, Governance, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Tooling & SDKs, DAO",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",4,Daily,Yes,Extremely likely,,,,,,,,,
Y406r5,gegNgM,2023-06-20 17:03:35,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Infrastructure, Wallet, NFTs, Gaming, Metaverse, Tooling & SDKs, DEX, Bridge",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,4,Couple of times,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
8ZaB5r,4BENbY,2023-06-20 17:09:22,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DeFi, Gaming, Tooling & SDKs, Infrastructure, Wallet, Stablecoin, Analytics & Block Explorer, Launchpad & Fundraising, Payments & On-Ramp, Other, DAO, Metaverse, Bridge, DEX",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
979k8p,xjgNkG,2023-06-20 17:13:16,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, NFTs, Bridge",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
6ZjlgP,QMjBgg,2023-06-20 17:13:17,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Infrastructure, Metaverse, NFTs, Wallet",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
19dejQ,Ge2qr2,2023-06-20 17:13:48,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gaming, NFTs, Launchpad & Fundraising, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,No,IOTA/Shimmer Discord,4,Daily,No,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
LP7rR1,Vjq9La,2023-06-20 17:14:17,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Wallet, Infrastructure, Bridge, DEX, Tooling & SDKs, Launchpad & Fundraising, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
2KaWMV,dNgZby,2023-06-20 17:14:50,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure, Wallet, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ExdR4o,GKkoe2,2023-06-20 17:14:53,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Bridge, Launchpad & Fundraising, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
2Kap8p,E5AB5L,2023-06-20 17:15:45,Positive,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,"Stablecoin, Wallet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
a25R9y,07Gb8Q,2023-06-20 17:16:46,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, DEX, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,dApp Discord,4,Daily,Unsure,Extremely likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,4,4,4,
z7ykNE,PD4290,2023-06-20 17:16:54,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Extremely likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,4,4,4,
O7464k,yNg0J6,2023-06-20 17:17:26,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,Launchpad & Fundraising,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
7NLyx2,oDg0GN,2023-06-20 17:18:33,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Wallet, Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
RDMAPQ,eDyNeQ,2023-06-20 17:18:42,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Tooling & SDKs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,1,No,A friend told me,1,Once,No,Extremely unlikely,,,,,,,,,"You want voices to be heard? Start small, and don't forget your initial promises."
6ZjgkY,LzVEdy,2023-06-20 17:19:54,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Bridge, Wallet, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,4,Daily,Yes,Extremely likely,Other (Please comment),FALSE,FALSE,TRUE,Help stresstesting the evm teetnet,4,4,4,
O7460Y,Vjq9lj,2023-06-20 17:20:09,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, DAO, NFTs, Wallet, Stablecoin, DEX, Analytics & Block Explorer",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Couple of times,No,Likely,,,,,,,,,
W8EL0k,qagYBO,2023-06-20 17:20:18,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, DEX, Stablecoin, Infrastructure, DAO",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
jl6jW4,6e41xY,2023-06-20 17:21:08,Negative,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, Gaming, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
4KJM1X,YReoYW,2023-06-20 17:22:09,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
roaevv,L916Q1,2023-06-20 17:24:29,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,No,IOTA Twitter,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
Pz17Zx,zNg0O8,2023-06-20 17:28:30,Positive,"Community and friends, Governance, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, NFTs, Gaming, Tooling & SDKs, DEX, Other",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,4,Daily,Yes,Extremely likely,"The SMR airdrops, Other (Please comment)",FALSE,TRUE,TRUE,NFTs ,4,4,4,
jl6j81,RxDoMQ,2023-06-20 17:28:31,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,"DEX, Tooling & SDKs, Gaming, Stablecoin, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Unsure,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,4,4,4,
D7kjjN,yNg0RW,2023-06-20 17:29:47,Positive,"Development/Building, Entrepreneurial Networking, Academic Research, Governance",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,"Bridge, Payments & On-Ramp, DeFi, DEX, Tooling & SDKs, Launchpad & Fundraising, Stablecoin, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GR9ZWk,OlrjKk,2023-06-20 17:30:47,Positive,"Entrepreneurial Networking, Speculative Research, Academic Research",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Wallet, NFTs, Gaming, Tooling & SDKs, Analytics & Block Explorer",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA Twitter,3,Couple of times,Unsure,Likely,,,,,,,,,
Q7eG5k,PD42KB,2023-06-20 17:36:11,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Payments & On-Ramp, Tooling & SDKs, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
5ZjNkv,oEG8Kx,2023-06-20 17:37:24,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Other, Infrastructure",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
6ZjqOA,lqgVDk,2023-06-20 17:39:11,Negative,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,I saw a re-tweet about it,3,Daily,Unsure,Neutral,,,,,,,,,
jl6K5J,GKkY6o,2023-06-20 17:40:48,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Payments & On-Ramp, DeFi, Infrastructure, Stablecoin, NFTs, Gaming, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA Twitter,4,Daily,Yes,Likely,,,,,,,,,
RDMOVj,b9gN9o,2023-06-20 17:41:31,Positive,"Community and friends, Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, DAO, Infrastructure, NFTs, Wallet, Metaverse, DEX",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,,Yes,IOTA/Shimmer Discord,4,Daily,Unsure,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,2,4,
g9dBzO,Xr9OoO,2023-06-20 17:42:19,Negative,"Development/Building, Academic Research, Governance",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,"Payments & On-Ramp, Wallet, Stablecoin, Analytics & Block Explorer, Bridge, NFTs",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,A friend told me,2,,No,Likely,,,,,,3,2,3,
KV5XAM,8z2jdo,2023-06-20 17:45:17,Negative,"Academic Research, Community and friends, Speculative Research",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Infrastructure, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,IOTA/Shimmer Discord,1,Once,No,Unlikely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,1,2,3,
