"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"oDQ101","0Vp1MP","2023-03-16 19:09:32","Positive","Development/Building, Community and friends, Governance",false,true,false,false,true,true,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"DeFi, NFTs, Gaming, Metaverse, Wallet, DEX, Launchpad & Fundraising",true,false,false,false,false,true,false,true,true,false,false,true,false,true,true,"Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",false,false,true,true,false,"Blog posts, YouTube clips, Podcasts",true,false,false,true,false,true,"IOTA Smart Contracts, Mana",false,true,false,true,false
"vrb1EA","J1NX0X","2023-03-16 19:10:59","Positive","Speculative Research, Community and friends, Entrepreneurial Networking",false,false,true,true,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Bridge",true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,false,"YouTube clips, Podcasts, Blog posts, IOTA Wiki Content",true,false,true,true,false,true,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"4BdyEd","kbVKRo","2023-03-16 19:15:29","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, Bridge, Wallet, Metaverse, DEX, Launchpad & Fundraising",true,false,false,true,false,true,false,false,false,true,false,true,false,true,true,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Blog posts, Twitter threads, YouTube clips, Podcasts",true,true,false,true,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"BK5lVe","OQWddg","2023-03-16 19:18:09","Positive","Entrepreneurial Networking",false,false,true,false,false,false,1,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, NFTs, Gaming, Bridge, DEX, Analytics & Block Explorer, Metaverse",true,true,false,false,true,false,false,true,true,true,false,true,true,false,true,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,"Mana, IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"DKyP8R","5Xy8O6","2023-03-16 19:23:32","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"Infrastructure, Bridge, DEX",false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"YouTube clips, IOTA Wiki Content, Blog posts",true,false,true,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"oDQ1Xe","o94KQ1","2023-03-16 19:26:12","Negative","Entrepreneurial Networking",false,false,true,false,false,false,2,,,,,,,,,,,,,,"Payments & On-Ramp, Wallet, DEX, Infrastructure, Other",false,true,true,false,true,true,false,false,false,false,false,true,false,false,false,"Smart Contracts",true,false,false,false,false,"YouTube clips, Recorded Live Sessions",false,false,false,true,true,false,"Mana, IOTA Smart Contracts",false,true,false,true,false
"OlyeQp","xVe4bJ","2023-03-16 19:31:03","Positive","Community and friends, Governance",false,false,false,false,true,true,4,,,,,,,,,,,,,,"DeFi, DAO, NFTs, Metaverse, Launchpad & Fundraising",true,false,false,true,false,false,false,true,false,false,false,false,false,true,true,"DeFi, Tokenomics",false,true,true,false,false,"Twitter threads",false,true,false,false,false,false,"Digital Identity, IOTA Smart Contracts",false,false,true,true,false
"zNvRyE","kbVK8j","2023-03-16 19:32:21","Negative","Development/Building, Academic Research, Governance",true,true,false,false,false,true,3,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DEX, Launchpad & Fundraising, DeFi, Payments & On-Ramp, DAO, Wallet, NFTs, Metaverse",true,true,false,true,false,true,false,true,false,false,false,true,false,true,true,"Smart Contracts, Tokenomics",true,false,true,false,false,"IOTA Wiki Content, YouTube clips, Twitter threads, Recorded Live Sessions",false,true,true,true,true,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"zNvRJM","jeO5OQ","2023-03-16 19:39:13","Positive","Development/Building, Speculative Research, Governance",false,true,false,true,false,true,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Metaverse, DEX, Launchpad & Fundraising",true,true,false,false,false,true,false,false,false,false,false,true,false,true,true,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"IOTA Wiki Content, YouTube clips, Recorded Live Sessions, Podcasts",false,false,true,true,true,true,"Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,false,true,true,true
"lqZ97v","DqlArN","2023-03-16 19:40:17","Positive","Community and friends, Entrepreneurial Networking",false,false,true,false,true,false,2,,,,,,,,,,,,,,"NFTs, Bridge, Metaverse, Analytics & Block Explorer, DeFi, Payments & On-Ramp, DAO",true,true,false,true,false,false,false,true,false,true,false,false,true,false,true,"Smart Contracts, Tokenomics, DeFi, Security (Managing tokens, bridges, etc..)",true,true,true,false,true,"Blog posts, YouTube clips, Recorded Live Sessions, Podcasts, IOTA Wiki Content, Twitter threads",true,true,true,true,true,true,"IOTA 2.0 consensus",true,false,false,false,false
"JdYZVo","Eq4Zzr","2023-03-16 19:41:52","Positive","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"Bridge, DeFi",true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"YouTube clips",false,false,false,true,false,false,"Mana, IOTA 2.0 consensus",true,true,false,false,false
"Rdl6VJ","gbRJaO","2023-03-16 19:45:01","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,2,,,,,,,,,,,,,,"DeFi, DAO, Bridge, Tooling & SDKs, NFTs, Wallet, Infrastructure",true,false,false,true,true,true,false,true,false,true,true,false,false,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"YRyKy6","X5K804","2023-03-16 19:49:47","Positive","Governance, Community and friends",false,false,false,false,true,true,4,,,,,,,,,,,,,,"DeFi, Infrastructure, NFTs, Wallet, Metaverse",true,false,false,false,true,true,false,true,false,false,false,false,false,false,true,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity",true,true,true,true,true
"qae7Mk","2jMlPV","2023-03-16 19:50:17","Positive","Governance, Community and friends",false,false,false,false,true,true,4,,,,,,,,,,,,,,"Infrastructure, Wallet, Stablecoin, Gaming, NFTs, DeFi, DEX",true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Tokenomics",true,true,true,true,true,"Twitter threads, YouTube clips, Recorded Live Sessions",false,true,false,true,true,false,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"eDPjgQ","Ge2qr2","2023-03-16 19:53:31","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,4,,,,,,,,,,,,,,"DAO, NFTs, DEX, Launchpad & Fundraising, Stablecoin, DeFi, Metaverse, Payments & On-Ramp",true,true,false,true,false,false,true,true,false,false,false,true,false,true,true,"Tokenomics, Smart Contracts",true,false,true,false,false,"YouTube clips, Podcasts, Blog posts, IOTA Wiki Content, Recorded Live Sessions",true,false,true,true,true,true,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc)",true,true,false,false,true
"DKyERE","7X8aD9","2023-03-16 19:54:01","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,false,true,true,false,"Blog posts, Twitter threads, Podcasts",true,true,false,false,false,true,"Digital Identity, Mana",false,true,true,false,false
"KeyNjg","yXWoDp","2023-03-16 19:55:23","Negative","Governance",false,false,false,false,false,true,2,,,,,,,,,,,,,,"Payments & On-Ramp, Analytics & Block Explorer, DeFi",true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,"DeFi, Smart Contracts",true,true,false,false,false,"YouTube clips, Blog posts",true,false,false,true,false,false,"Digital Identity",false,false,true,false,false
"oDQarP","RW7bZQ","2023-03-16 20:00:58","Positive","Academic Research",true,false,false,false,false,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Analytics & Block Explorer, Launchpad & Fundraising, Infrastructure",true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,"Smart Contracts, Tokenomics, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Podcasts, IOTA Wiki Content, Twitter threads",false,true,true,true,false,true,"IOTA 2.0 consensus, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,false,false,true,true
"NDyv5l","4ag915","2023-03-16 20:01:08","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"Payments & On-Ramp, Infrastructure, Wallet, DEX",false,true,false,false,true,true,false,false,false,false,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Smart Contracts",true,false,false,true,false,"YouTube clips, Recorded Live Sessions",false,false,false,true,true,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"7b5O79","Eq4Zj2","2023-03-16 20:24:04","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,"DeFi",false,true,false,false,false,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"NDyvjN","aO8aOZ","2023-03-16 20:26:36","Positive","Academic Research",true,false,false,false,false,false,4,,,,,,,,,,,,,,"DeFi, NFTs, Infrastructure",true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, Blog posts",true,true,false,false,false,false,"Mana, Digital Identity, IOTA Smart Contracts",false,true,true,true,false
"Key4eV","o94kMP","2023-03-16 20:34:03","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Infrastructure, Wallet, Gaming",true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,"DeFi",false,true,false,false,false,"Blog posts, Twitter threads",true,true,false,false,false,false,"Mana",false,true,false,false,false
"8z5Ypo","laPMVp","2023-03-16 20:43:12","Positive","Development/Building, Community and friends",false,true,false,false,true,false,3,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"Rust Crates",,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",true,true,false,true,true,true,true,true,true,false,true,true,true,true,true,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Blog posts, Twitter threads, IOTA Wiki Content, YouTube clips, Recorded Live Sessions, Podcasts",true,true,true,true,true,true,"Mana, Digital Identity, IOTA 2.0 consensus, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"lqZj2B","4agpRY","2023-03-16 20:54:38","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, Wallet",true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Recorded Live Sessions, Blog posts",true,false,false,false,true,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"545Y6b","4agpZO","2023-03-16 21:02:13","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"Infrastructure, DAO, Bridge, Launchpad & Fundraising",false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,"Smart Contracts",true,false,false,false,false,"Blog posts, IOTA Wiki Content, YouTube clips",true,false,true,true,false,false,,,,,,
"6e50Po","e5dv2e","2023-03-16 21:20:35","Positive","Community and friends, Governance, Speculative Research",false,false,false,true,true,true,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..), Tokenomics",true,true,true,false,true,"IOTA Wiki Content, YouTube clips, Podcasts, Recorded Live Sessions, Twitter threads, Blog posts",true,true,true,true,true,true,"Digital Identity, IOTA Smart Contracts",false,false,true,true,false
"xjBb1d","q52vYY","2023-03-16 21:23:33","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"DeFi, NFTs, Gaming, DEX, Wallet, Payments & On-Ramp, Launchpad & Fundraising",true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,"DeFi, Security (Managing tokens, bridges, etc..)",false,true,false,false,true,"Twitter threads, YouTube clips",false,true,false,true,false,false,"IOTA Smart Contracts, IOTA 2.0 consensus",true,false,false,true,false
"0750Wy","PRakkQ","2023-03-16 21:29:13","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Payments & On-Ramp, Wallet, Stablecoin",false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips",false,false,false,true,false,false,"Digital Identity",false,false,true,false,false
"DKyOQq","Eq4MAL","2023-03-16 21:31:46","Positive","Community and friends, Development/Building",false,true,false,false,true,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,"Github, other web tutorials","Can’t wait for a stable version and build sustainable project. Can’t wait for iota2.0 to arrive","Please, add more straightforward details to your README.md file to install lightnode. Give some more example to use client libraries. ","DeFi, Payments & On-Ramp, Wallet, Tooling & SDKs, DEX",true,true,false,false,false,true,false,false,false,false,true,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Blog posts, IOTA Wiki Content, Recorded Live Sessions, YouTube clips",true,false,true,true,true,false,"Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,false,true,true,true
"VjyW8M","5XyMJE","2023-03-16 21:45:32","Positive","Entrepreneurial Networking, Speculative Research, Governance",false,false,true,true,false,true,4,,,,,,,,,,,,,,"Infrastructure, DeFi, DAO, NFTs, Stablecoin, Gaming, Metaverse, DEX, Launchpad & Fundraising, Bridge, Wallet, Other, Payments & On-Ramp, Tooling & SDKs, Analytics & Block Explorer",true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Blog posts, Twitter threads, IOTA Wiki Content, Podcasts",true,true,true,true,false,true,"Mana, IOTA Smart Contracts, Digital Identity",false,true,true,true,false
"lqZ8ko","q52zA8","2023-03-16 22:03:08","Positive","Entrepreneurial Networking",false,false,true,false,false,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Stablecoin",true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Blog posts",true,false,false,false,false,false,"Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,true,true,true,true
