Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Which kind of project(s) are you most excited about? (Identity),How transparent do you feel the foundation and their departments are?,How satisfied are you with the way the foundation and their departments communicate?,How much do you agree with the following statement?The IF is making efforts towards being transparent and open.,Are there any specific topics that you would like to see the foundation and their departments communicate more about?
J6MXP4,Elygxl,2023-09-27 21:24:55,Positive,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,"DeFi, Payments & On-Ramp, Infrastructure, Bridge, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,Road maps. Even if its in month or Quarters (e.g. iota 2.0 in Q2 2024) 
e6vKkq,jo1pQJ,2023-09-27 21:27:08,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Infrastructure, Identity, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
R0kvEl,LKRgWl,2023-09-27 21:27:29,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, Gaming, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,2,3,
48z9jY,gqKpJN,2023-09-27 21:37:32,Negative,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Infrastructure, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,
BX024N,erkpd0,2023-09-27 21:57:02,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,3,
R0kV5P,9Zb5X1,2023-09-27 22:02:02,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"DeFi, Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,4,1,
oyvkAN,OXOyXA,2023-09-27 22:03:34,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Identity, Infrastructure, Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,Change in amount of coins without comunity vote is close to criminal uf zou keep the minted coins for yourself. Period.
YQkxOv,Maoya0,2023-09-27 22:04:05,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,
xpvlQk,lOJZ66,2023-09-27 22:04:24,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Wallet, Bridge, Stablecoin, Identity, DAO, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
xpvl6o,kGMxWo,2023-09-27 22:14:09,Negative,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gaming, Bridge, Stablecoin, DeFi, Infrastructure, Tooling & SDKs, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,1,
kyvkx6,47edNY,2023-09-27 22:15:58,Positive,"Speculative Research, Academic Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Wallet, Identity, Infrastructure, Stablecoin, Tooling & SDKs, DEX, Analytics & Block Explorer, Gaming",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,3,3,
K6kaZM,08N5bj,2023-09-27 22:16:51,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
jyvvD4,2AQ5yA,2023-09-27 22:27:39,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Bridge, Tooling & SDKs, DEX, Infrastructure, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,2,
Gz55pp,po89NE,2023-09-27 22:31:22,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DAO, Infrastructure, Tooling & SDKs, DEX, Wallet",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,2,
EXM6Kl,y4VRE6,2023-09-27 23:01:08,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Wallet, Infrastructure, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
b7vzxL,2jM029,2023-09-27 23:05:16,Positive,"Community and friends, Speculative Research, Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Stablecoin, Bridge, Gaming",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,....hmmmm. Maybe massive dilution of our Miota hodlings and what that will be spent on and with whom.
y6z1z6,7K6zzP,2023-09-27 23:14:36,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Infrastructure, Identity",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,
oyvzpb,lOJ1jW,2023-09-27 23:17:02,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Infrastructure, Identity, Wallet, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,"EBSI.
The inherent utility of a fully-optimized Tangle, and When?"
48zOdA,vDo16A,2023-09-27 23:17:58,Positive,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"NFTs, Gaming, Analytics & Block Explorer, Launchpad & Fundraising, Tooling & SDKs, Stablecoin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,3,4,
r6vY9N,59WDAP,2023-09-27 23:21:47,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,3,
lyv40B,6Kaz2P,2023-09-27 23:39:10,Negative,"Academic Research, Community and friends, Development/Building, Entrepreneurial Networking, Speculative Research",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Identity, Wallet, Stablecoin, NFTs, Gaming, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2,1,1,"- Future of Firefly.
- IOTA Digital Identity progress.
- IOTA Streams progress.
- ELI5 information about IOTA 2.0
- Evolution of the IOTA Lighthouse projects.
- Continuous monitoring of pioneering projects that involve the adoption of IOTA as traceability and Digital Twins in Trade Mark Africa or Digital Passports with EBSI.
- Some information about new business partnerships with IOTA."
e6vovE,kGMQAM,2023-09-27 23:43:28,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Wallet, Gaming, Metaverse, Bridge, Payments & On-Ramp, DeFi, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,4,Replacement of firefly wallet mobile. 
ZNDQWv,NXG9LG,2023-09-27 23:45:36,Negative,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"Building
Plus Energy in construction
Smart City "
WN1ZQQ,erkj2q,2023-09-27 23:45:42,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,3,
y6z75X,DpgEAp,2023-09-27 23:51:37,Positive,"Governance, Academic Research, Development/Building, Entrepreneurial Networking",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,4,"Identity, Infrastructure, Payments & On-Ramp, DeFi, DAO",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,2,
QDkEG7,VP2B4N,2023-09-27 23:54:46,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Payments & On-Ramp, DeFi, Infrastructure, Identity, Wallet",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,1,
e6vok0,9Zbg4X,2023-09-27 23:56:30,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Bridge, Wallet, Other",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,The lack of equity in the airdrops to IOTA stakers who only received 6/8 staking periods while tying up their tokens to support the network. Either credit the 2 remaining staking periods or increase the % of new IOTA tokens airdropped to the community. Be fair!
ZNDWpB,jbgEzY,2023-09-28 0:28:49,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, Metaverse, Bridge, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,3,Keep publishing technical advancements periodically 
2e75B9,A7xaXN,2023-09-28 1:07:02,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Identity, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,
V0Dy46,vDoayX,2023-09-28 1:20:27,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Infrastructure, Payments & On-Ramp, Metaverse, Gaming, Analytics & Block Explorer",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1,
1l6yPL,lOJjzW,2023-09-28 1:36:23,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Infrastructure, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,you decide about inflation yourself. It s pure scam.
vAK1xQ,a471M2,2023-09-28 1:49:58,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Wallet, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising, DAO, Stablecoin",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,2,2,
DNMPYX,OXOZWg,2023-09-28 1:56:20,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"Payments & On-Ramp, Infrastructure, Identity, Wallet, Metaverse, Bridge, Tooling & SDKs",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,2,
pKv6Zb,14q0Op,2023-09-28 2:28:04,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Infrastructure, Bridge, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
7WMOV2,9ZbA7Q,2023-09-28 2:54:00,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,"Wallet, Stablecoin, DAO",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
WN1bDJ,P9VJ2Q,2023-09-28 3:56:56,Negative,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, DAO, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,2,
ZNDb50,VLVxAE,2023-09-28 4:13:04,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Identity, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Other",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,3,
N6d2XN,rOzMZN,2023-09-28 4:16:48,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Bridge, DEX, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,2,"I just don't understand what you are doing. I am heavily invested, do not get me wrong, but your communication is pretty average. If you look at something like Cosmos, yes it has its flaws, but the communication is active and allows for input. Great we were able to stake our coins, but when or what is the worth of it. No, I am not talking about monetary value, what was the point of staking it?"
YQk7oB,gbydY4,2023-09-28 4:24:26,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
g0v8vd,OXONQp,2023-09-28 4:27:27,Negative,"Development/Building, Governance",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"Stablecoin, Bridge, Tooling & SDKs, Identity",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,
WN1aQJ,gqKoeK,2023-09-28 4:29:24,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, DeFi, Identity, Stablecoin",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,3,
zqL6Lk,lOJG7X,2023-09-28 5:23:11,Positive,"Academic Research, Entrepreneurial Networking",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Payments & On-Ramp, Identity",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,Once a month a Q&A with Dom
xpvWEr,jo1RJJ,2023-09-28 5:27:41,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Identity, Metaverse, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
P6kxdx,VP2eXa,2023-09-28 5:37:06,Negative,"Entrepreneurial Networking, Governance",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,"Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,
K6k9RM,y4VBbB,2023-09-28 6:15:34,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DAO, Infrastructure, Identity, Tooling & SDKs",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,1,"Transparency about agreement(s) with UAE including content and scope of projects, ethical considerations (to protect the reputation of IOTA and its technological foundation) as well as general considerations of the IF on possible minimum requirements / red lines vs. open source usage."
N6dael,kGMLad,2023-09-28 6:25:07,Negative,"Governance, Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,"Identity, Wallet, Infrastructure, Payments & On-Ramp, Other",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,"the internal discussions about the existing problems, the proposed remedies and the strategic partneships likely to be damaging "
qdvyL7,0VpjQB,2023-09-28 6:27:50,Negative,"Community and friends, Governance, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,"Payments & On-Ramp, Infrastructure, DAO, Stablecoin, DEX, Analytics & Block Explorer",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,1,Inflating the IOTA supply clowns 
BX0v7A,0VpjQB,2023-09-28 6:30:27,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Launchpad & Fundraising, Stablecoin, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,The clowns sitting on the board driving IOTA to zero!!!
2e72Je,NXGzVl,2023-09-28 6:34:19,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Other, Identity, Infrastructure",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,Stick to your goals. Don't change your strategy every now and then.
g0vBOl,14qjbM,2023-09-28 6:39:45,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Identity, Wallet, Gaming",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,
qdvyp7,08N4oZ,2023-09-28 6:40:42,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
8KM94o,xDOGzE,2023-09-28 6:44:34,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Identity, Wallet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,"...Guys is this a joke? 
Would you have opened the recent decisions to the public and been honest about it the result would have been the same.
Grow up and get used to contradictory and discussion"
b7vaQE,14qjB4,2023-09-28 6:44:50,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Launchpad & Fundraising, DAO, Wallet, Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,3,
qdvyxg,WRx4ke,2023-09-28 6:49:09,Positive,"Entrepreneurial Networking, Development/Building, Academic Research, Governance",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,"Metaverse, Identity, DeFi, Bridge, DEX, Wallet, Other",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,
kyvqA6,RoEOAd,2023-09-28 6:55:09,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, DAO, DeFi, Payments & On-Ramp, Identity, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,3,3,
N6dkYb,Gp8MWo,2023-09-28 6:56:39,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Other",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,
WN1ypL,bebabo,2023-09-28 6:57:52,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
MbMBgA,ZOq08v,2023-09-28 7:02:38,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Metaverse, NFTs, Wallet, Identity, DAO, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,4,
QDkLLk,vDokNg,2023-09-28 7:08:56,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"Gaming, DAO",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
g0vKDJ,BpMNDK,2023-09-28 7:11:21,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Gaming, Metaverse, Tooling & SDKs, Other, DAO",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,"Altough I wish a few things could have been communicated better up until now (supply increase for example), I think now everything is getting on the right track. The foundation just needs to make sure they hold their promises now (transparency with funds etc.) and never ever pull something like this off again.
Other than that, I am very very hopeful for a revival of IOTA :-)"
XDzZ0Y,a47VZv,2023-09-28 7:14:26,Positive,"Entrepreneurial Networking, Community and friends, Governance",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,"DeFi, Infrastructure, DEX, Wallet, DAO, NFTs, Launchpad & Fundraising, Analytics & Block Explorer, Bridge, Payments & On-Ramp, Identity, Stablecoin",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,4,4,
jyv1NE,RoEppj,2023-09-28 7:29:32,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
oyvXXV,LKRlRp,2023-09-28 7:30:00,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Metaverse, NFTs, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
5zMyZQ,9ZbbBY,2023-09-28 7:34:23,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Other, DEX, Launchpad & Fundraising",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,4,4,
